"","supercluster","cluster","words"
"7761","liwc","money","dime*"
"7762","liwc","money","dinar*"
"7763","liwc","money","dinero"
"7764","liwc","money","discount*"
"7765","liwc","money","dividend*"
"7766","liwc","money","dollar*"
"7767","liwc","money","donat*"
"7768","liwc","money","econ*"
"7769","liwc","money","embezzl*"
"7770","liwc","money","euro"
"7771","liwc","money","euros"
"7772","liwc","money","exchang*"
"7773","liwc","money","expens*"
"7774","liwc","money","fee"
"7775","liwc","money","fees"
"7776","liwc","money","financ*"
"7777","liwc","money","fortune*"
"7778","liwc","money","franc"
"7779","liwc","money","franchis*"
"7780","liwc","money","francs"
"7781","liwc","money","free"
"7782","liwc","money","freeb*"
"7783","liwc","money","fund"
"7784","liwc","money","funded"
"7785","liwc","money","funding"
"7786","liwc","money","funds"
"7787","liwc","money","gambl*"
"7788","liwc","money","greed*"
"7789","liwc","money","income*"
"7790","liwc","money","inexpens*"
"7791","liwc","money","inherit*"
"7792","liwc","money","insurance"
"7793","liwc","money","invest*"
"7794","liwc","money","IRS"
"7795","liwc","money","jackpot*"
"7796","liwc","money","kopek*"
"7797","liwc","money","kron*"
"7798","liwc","money","lease*"
"7799","liwc","money","leasing*"
"7800","liwc","money","lira"
"7801","liwc","money","loan*"
"7802","liwc","money","lotter*"
"7803","liwc","money","mastercard*"
"7804","liwc","money","merchant*"
"7805","liwc","money","money*"
"7806","liwc","money","monopol*"
"7807","liwc","money","mortg*"
"7808","liwc","money","nickel*"
"7809","liwc","money","overpaid"
"7810","liwc","money","overtime"
"7811","liwc","money","owe"
"7812","liwc","money","owed"
"7813","liwc","money","owes"
"7814","liwc","money","owing"
"7815","liwc","money","paid"
"7816","liwc","money","pay*"
"7817","liwc","money","pence"
"7818","liwc","money","pennies"
"7819","liwc","money","penny"
"7820","liwc","money","peso"
"7821","liwc","money","pesos"
"7822","liwc","money","poor*"
"7823","liwc","money","portfolio*"
"7824","liwc","money","poverty*"
"7825","liwc","money","price*"
"7826","liwc","money","prici*"
"7827","liwc","money","profit*"
"7828","liwc","money","purchas*"
"7829","liwc","money","rebate*"
"7830","liwc","money","recession*"
"7831","liwc","money","refund*"
"7832","liwc","money","reimburs*"
"7833","liwc","money","rent*"
"7834","liwc","money","retail*"
"7835","liwc","money","revenue*"
"7836","liwc","money","rich*"
"7837","liwc","money","ruble*"
"7838","liwc","money","rupee*"
"7839","liwc","money","salar*"
"7840","liwc","money","sale"
"7841","liwc","money","sales"
"7842","liwc","money","saving*"
"7843","liwc","money","scholarship*"
"7844","liwc","money","sell"
"7845","liwc","money","seller*"
"7846","liwc","money","selling"
"7847","liwc","money","sells"
"7848","liwc","money","shilling*"
"7849","liwc","money","shop"
"7850","liwc","money","shopaholic*"
"7851","liwc","money","shopp*"
"7852","liwc","money","shops"
"7853","liwc","money","sold"
"7854","liwc","money","spend"
"7855","liwc","money","spender"
"7856","liwc","money","spending"
"7857","liwc","money","spends"
"7858","liwc","money","spent"
"7859","liwc","money","stipend*"
"7860","liwc","money","stocks"
"7861","liwc","money","store"
"7862","liwc","money","tax"
"7863","liwc","money","taxa*"
"7864","liwc","money","taxed"
"7865","liwc","money","taxes"
"7866","liwc","money","taxing"
"7867","liwc","money","thrift*"
"7868","liwc","money","trade*"
"7869","liwc","money","trading"
"7870","liwc","money","tuition"
"7871","liwc","money","underpaid"
"7872","liwc","money","value"
"7873","liwc","money","visa*"
"7874","liwc","money","wage"
"7875","liwc","money","wager*"
"7876","liwc","money","wages"
"7877","liwc","money","wealth*"
"7878","liwc","money","worth"
"7879","liwc","money","yen"
"7880","liwc","money","yuan"
"7881","liwc","relig","afterlife*"
"7882","liwc","relig","agnost*"
"7883","liwc","relig","alla"
"7884","liwc","relig","allah*"
"7885","liwc","relig","altar*"
"7886","liwc","relig","amen"
"7887","liwc","relig","amish"
"7888","liwc","relig","angel"
"7889","liwc","relig","angelic*"
"7890","liwc","relig","angels"
"7891","liwc","relig","baptis*"
"7892","liwc","relig","baptiz*"
"7893","liwc","relig","belief*"
"7894","liwc","relig","bible*"
"7895","liwc","relig","biblic*"
"7896","liwc","relig","bishop*"
"7897","liwc","relig","bless*"
"7898","liwc","relig","buddh*"
"7899","liwc","relig","catholic*"
"7900","liwc","relig","chapel*"
"7901","liwc","relig","chaplain*"
"7902","liwc","relig","christ"
"7903","liwc","relig","christian*"
"7904","liwc","relig","christmas*"
"7905","liwc","relig","church*"
"7906","liwc","relig","clergy"
"7907","liwc","relig","confess*"
"7908","liwc","relig","convent"
"7909","liwc","relig","convents"
"7910","liwc","relig","crucifi*"
"7911","liwc","relig","crusade*"
"7912","liwc","relig","demon*"
"7913","liwc","relig","devil*"
"7914","liwc","relig","divin*"
"7915","liwc","relig","doom*"
"7916","liwc","relig","episcopal*"
"7917","liwc","relig","evangel*"
"7918","liwc","relig","faith*"
"7919","liwc","relig","fundamentalis*"
"7920","liwc","relig","gentile*"
"7921","liwc","relig","god"
"7922","liwc","relig","gospel*"
"7923","liwc","relig","heaven*"
"7924","liwc","relig","hell"
"7925","liwc","relig","hellish"
"7926","liwc","relig","hells"
"7927","liwc","relig","hindu*"
"7928","liwc","relig","holie*"
"7929","liwc","relig","holy"
"7930","liwc","relig","hymn*"
"7931","liwc","relig","immoral*"
"7932","liwc","relig","immortal*"
"7933","liwc","relig","islam*"
"7934","liwc","relig","jesuit*"
"7935","liwc","relig","jesus"
"7936","liwc","relig","jew"
"7937","liwc","relig","jewish*"
"7938","liwc","relig","jews"
"7939","liwc","relig","jihad*"
"7940","liwc","relig","juda*"
"7941","liwc","relig","karma"
"7942","liwc","relig","kippur"
"7943","liwc","relig","koran"
"7944","liwc","relig","kosher"
"7945","liwc","relig","krishna*"
"7946","liwc","relig","krisna*"
"7947","liwc","relig","lord*"
"7948","liwc","relig","lutheran*"
"7949","liwc","relig","mecca"
"7950","liwc","relig","meditat*"
"7951","liwc","relig","mercif*"
"7952","liwc","relig","mercy"
"7953","liwc","relig","methodis*"
"7954","liwc","relig","minister*"
"7955","liwc","relig","ministr*"
"7956","liwc","relig","missionar*"
"7957","liwc","relig","mitzvah*"
"7958","liwc","relig","mohamm*"
"7959","liwc","relig","monast*"
"7960","liwc","relig","monk*"
"7961","liwc","relig","moral"
"7962","liwc","relig","morality"
"7963","liwc","relig","morals"
"7964","liwc","relig","mormon*"
"7965","liwc","relig","mosque*"
"7966","liwc","relig","muhamm*"
"7967","liwc","relig","mujahid*"
"7968","liwc","relig","musl*"
"7969","liwc","relig","nun"
"7970","liwc","relig","nuns"
"7971","liwc","relig","orthodox*"
"7972","liwc","relig","pagan*"
"7973","liwc","relig","paradise"
"7974","liwc","relig","passover"
"7975","liwc","relig","pastor*"
"7976","liwc","relig","penance"
"7977","liwc","relig","pentecost*"
"7978","liwc","relig","pew"
"7979","liwc","relig","pews"
"7980","liwc","relig","piety"
"7981","liwc","relig","pilgrim*"
"7982","liwc","relig","pious"
"7983","liwc","relig","pope*"
"7984","liwc","relig","prais*"
"7985","liwc","relig","pray*"
"7986","liwc","relig","preach*"
"7987","liwc","relig","presbyterian*"
"7988","liwc","relig","priest*"
"7989","liwc","relig","prophe*"
"7990","liwc","relig","protestant*"
"7991","liwc","relig","psalm*"
"7992","liwc","relig","purgator*"
"7993","liwc","relig","puritan*"
"7994","liwc","relig","quran*"
"7995","liwc","relig","qur"
"7996","liwc","relig","rabbi"
"7997","liwc","relig","rabbinical"
"7998","liwc","relig","rabbis"
"7999","liwc","relig","ramadan"
"8000","liwc","relig","religio*"
"8001","liwc","relig","rite"
"8002","liwc","relig","rites"
"8003","liwc","relig","ritual*"
"8004","liwc","relig","rosaries"
"8005","liwc","relig","rosary"
"8006","liwc","relig","roshashan*"
"8007","liwc","relig","sabbath*"
"8008","liwc","relig","sacred"
"8009","liwc","relig","sacrific*"
"8010","liwc","relig","saint*"
"8011","liwc","relig","salvation"
"8012","liwc","relig","satan*"
"8013","liwc","relig","scriptur*"
"8014","liwc","relig","sect"
"8015","liwc","relig","sectarian"
"8016","liwc","relig","sects"
"8017","liwc","relig","seminar*"
"8018","liwc","relig","shi"
"8019","liwc","relig","shiite*"
"8020","liwc","relig","shrine*"
"8021","liwc","relig","sikh*"
"8022","liwc","relig","sin"
"8023","liwc","relig","sinn*"
"8024","liwc","relig","sins"
"8025","liwc","relig","soul"
"8026","liwc","relig","souls"
"8027","liwc","relig","spirit*"
"8028","liwc","relig","sunni"
"8029","liwc","relig","sunnis"
"8030","liwc","relig","temple*"
"8031","liwc","relig","testament*"
"8032","liwc","relig","theolog*"
"8033","liwc","relig","torah"
"8034","liwc","relig","vatican*"
"8035","liwc","relig","veil*"
"8036","liwc","relig","worship*"
"8037","liwc","relig","yiddish"
"8038","liwc","relig","zen"
"8039","liwc","relig","zion*"
"8040","liwc","death","autops*"
"8041","liwc","death","alive"
"8042","liwc","death","bereave*"
"8043","liwc","death","burial*"
"8044","liwc","death","buried"
"8045","liwc","death","bury"
"8046","liwc","death","casket*"
"8047","liwc","death","casualt*"
"8048","liwc","death","cemet*"
"8049","liwc","death","coffin*"
"8050","liwc","death","coroner*"
"8051","liwc","death","corpse*"
"8052","liwc","death","cremat*"
"8053","liwc","death","crypt*"
"8054","liwc","death","dead"
"8055","liwc","death","death*"
"8056","liwc","death","decease*"
"8057","liwc","death","demise"
"8058","liwc","death","die"
"8059","liwc","death","died"
"8060","liwc","death","dies"
"8061","liwc","death","DOA"
"8062","liwc","death","drown*"
"8063","liwc","death","dying"
"8064","liwc","death","embalm*"
"8065","liwc","death","epidemic*"
"8066","liwc","death","execution*"
"8067","liwc","death","exterminat*"
"8068","liwc","death","fatal*"
"8069","liwc","death","funer*"
"8070","liwc","death","genocid*"
"8071","liwc","death","ghost*"
"8072","liwc","death","grave*"
"8073","liwc","death","grief"
"8074","liwc","death","griev*"
"8075","liwc","death","hearse*"
"8076","liwc","death","holocaust*"
"8077","liwc","death","homocid*"
"8078","liwc","death","immortal*"
"8079","liwc","death","kill*"
"8080","liwc","death","lethal*"
"8081","liwc","death","lynch*"
"8082","liwc","death","manslaughter*"
"8083","liwc","death","massacre*"
"8084","liwc","death","mausoleum*"
"8085","liwc","death","morgue*"
"8086","liwc","death","mortal*"
"8087","liwc","death","mortician*"
"8088","liwc","death","mourn*"
"8089","liwc","death","murder*"
"8090","liwc","death","obit*"
"8091","liwc","death","od"
"8092","liwc","death","oded"
"8093","liwc","death","overdosed"
"8094","liwc","death","pallbearer*"
"8095","liwc","death","plague*"
"8096","liwc","death","reaper*"
"8097","liwc","death","slaughter*"
"8098","liwc","death","suicid*"
"8099","liwc","death","tomb*"
"8100","liwc","death","urn*"
"8101","liwc","death","war"
"8102","liwc","assent","absolutely"
"8103","liwc","assent","agree"
"8104","liwc","assent","ah"
"8105","liwc","assent","alright*"
"8106","liwc","assent","aok"
"8107","liwc","assent","aw"
"8108","liwc","assent","awesome"
"8109","liwc","assent","cool"
"8110","liwc","assent","duh"
"8111","liwc","assent","ha"
"8112","liwc","assent","hah"
"8113","liwc","assent","haha*"
"8114","liwc","assent","heh*"
"8115","liwc","assent","hm*"
"8116","liwc","assent","huh"
"8117","liwc","assent","lol"
"8118","liwc","assent","mm*"
"8119","liwc","assent","ok"
"8120","liwc","assent","okay"
"8121","liwc","assent","okey*"
"8122","liwc","assent","rofl"
"8123","liwc","assent","uhhu*"
"8124","liwc","assent","uhuh"
"8125","liwc","assent","yah"
"8126","liwc","assent","yay"
"8127","liwc","assent","yea"
"8128","liwc","assent","yeah"
"8129","liwc","assent","yep*"
"8130","liwc","assent","yes"
"8131","liwc","assent","yup"
"8132","anger","anger_12","aggravated"
"8133","anger","anger_12","aggravation"
"8134","anger","anger_12","agitated"
"8135","anger","anger_12","agitation"
"8136","anger","anger_12","annoyance"
"8137","anger","anger_12","annoyed"
"8138","anger","anger_12","grouchiness"
"8139","anger","anger_12","grouchy"
"8140","anger","anger_12","grumpiness"
"8141","anger","anger_12","grumpy"
"8142","anger","anger_12","irritated"
"8143","anger","anger_12","irritation"
"8144","anger","anger_13","exasperated"
"8145","anger","anger_13","exasperation"
"8146","anger","anger_13","frustrated"
"8147","anger","anger_13","frustration"
"8148","anger","anger_14","anger"
"8149","anger","anger_14","angry"
"8150","anger","anger_14","bitter"
"8151","anger","anger_14","bitterness"
"8152","anger","anger_14","dislike"
"8153","anger","anger_14","enraged"
"8154","anger","anger_14","ferocious"
"8155","anger","anger_14","ferocity"
"8156","anger","anger_14","furious"
"8157","anger","anger_14","fury"
"8158","anger","anger_14","hate"
"8159","anger","anger_14","hateful"
"8160","anger","anger_14","hostile"
"8161","anger","anger_14","hostility"
"8162","anger","anger_14","loathe"
"8163","anger","anger_14","loathful"
"8164","anger","anger_14","loathing"
"8165","anger","anger_14","outrage"
"8166","anger","anger_14","outraged"
"8167","anger","anger_14","outrageous"
"8168","anger","anger_14","rage"
"8169","anger","anger_14","resent"
"8170","anger","anger_14","resentment"
"8171","anger","anger_14","scorn"
"8172","anger","anger_14","spite"
"8173","anger","anger_14","vengeful"
"8174","anger","anger_14","vengefullness"
"8175","anger","anger_14","wrath"
"8176","anger","anger_15","contempt"
"8177","anger","anger_15","contemptible"
"8178","anger","anger_15","disgust"
"8179","anger","anger_15","disgusted"
"8180","anger","anger_15","revile"
"8181","anger","anger_15","revulsion"
"8182","anger","anger_16","envious"
"8183","anger","anger_16","envy"
"8184","anger","anger_16","jealous"
"8185","anger","anger_16","jealousy"
"8186","anger","anger_17","torment"
"8187","anger","anger_17","tormented"
"8188","fear","fear_24","alarm"
"8189","fear","fear_24","alarming"
"8190","fear","fear_24","fear"
"8191","fear","fear_24","fearful"
"8192","fear","fear_24","fright"
"8193","fear","fear_24","frightful"
"8194","fear","fear_24","horrible"
"8195","fear","fear_24","horror"
"8196","fear","fear_24","hysteria"
"8197","fear","fear_24","hysterical"
"8198","fear","fear_24","mortification"
"8199","fear","fear_24","mortified"
"8200","fear","fear_24","panic"
"8201","fear","fear_24","panicky"
"8202","fear","fear_24","shock"
"8203","fear","fear_24","shocking"
"8204","fear","fear_24","terrible"
"8205","fear","fear_24","terror"
"8206","fear","fear_25","anxiety"
"8207","fear","fear_25","anxious"
"8208","fear","fear_25","apprehension"
"8209","fear","fear_25","apprehensive"
"8210","fear","fear_25","distress"
"8211","fear","fear_25","distressed"
"8212","fear","fear_25","distressful"
"8213","fear","fear_25","dread"
"8214","fear","fear_25","dreadful"
"8215","fear","fear_25","nervous"
"8216","fear","fear_25","nervousness"
"8217","fear","fear_25","tenseness"
"8218","fear","fear_25","tension"
"8219","fear","fear_25","unease"
"8220","fear","fear_25","uneasiness"
"8221","fear","fear_25","uneasy"
"8222","fear","fear_25","worrisome"
"8223","fear","fear_25","worry"
"8224","joy","joy_4","amusement"
"8225","joy","joy_4","amusing"
"8226","joy","joy_4","bliss"
"8227","joy","joy_4","cheerful"
"8228","joy","joy_4","cheerfulness"
"8229","joy","joy_4","delight"
"8230","joy","joy_4","delightful"
"8231","joy","joy_4","ecstasy"
"8232","joy","joy_4","ecstatic"
"8233","joy","joy_4","elated"
"8234","joy","joy_4","elation"
"8235","joy","joy_4","enjoyable"
"8236","joy","joy_4","enjoyment"
"8237","joy","joy_4","euphoria"
"8238","joy","joy_4","euphoric"
"8239","joy","joy_4","gaeity"
"8240","joy","joy_4","glad"
"8241","joy","joy_4","gladness"
"8242","joy","joy_4","glee"
"8243","joy","joy_4","gleeful"
"8244","joy","joy_4","happiness"
"8245","joy","joy_4","happy"
"8246","joy","joy_4","jolliness"
"8247","joy","joy_4","jolly"
"8248","joy","joy_4","jovial"
"8249","joy","joy_4","joviality"
"8250","joy","joy_4","joy"
"8251","joy","joy_4","jubilant"
"8252","joy","joy_4","jubilation"
"8253","joy","joy_4","satisfaction"
"8254","joy","joy_4","satisfied"
"8255","joy","joy_5","enthusiasm"
"8256","joy","joy_5","enthusiastic"
"8257","joy","joy_5","excited"
"8258","joy","joy_5","excitement"
"8259","joy","joy_5","exciting"
"8260","joy","joy_5","exhilarating"
"8261","joy","joy_5","exhilaration"
"8262","joy","joy_5","thrill"
"8263","joy","joy_5","thrilling"
"8264","joy","joy_5","zeal"
"8265","joy","joy_5","zealous"
"8266","joy","joy_5","zest"
"8267","joy","joy_5","zesty"
"8268","joy","joy_6","contented"
"8269","joy","joy_6","contentment"
"8270","joy","joy_6","pleased"
"8271","joy","joy_6","pleasure"
"8272","joy","joy_7","pride"
"8273","joy","joy_7","proud"
"8274","joy","joy_7","triumph"
"8275","joy","joy_8","eager"
"8276","joy","joy_8","eagerness"
"8277","joy","joy_8","hope"
"8278","joy","joy_8","optimism"
"8279","joy","joy_8","optimistic"
"8280","joy","joy_9","enraptured"
"8281","joy","joy_9","enthralled"
"8282","joy","joy_9","enthrallment"
"8283","joy","joy_9","rapture"
"8284","joy","joy_10","relief"
"8285","joy","joy_10","relieved"
"8286","love","love_1","adoration"
"8287","love","love_1","adore"
"8288","love","love_1","affection"
"8289","love","love_1","attraction"
"8290","love","love_1","attractive"
